symbol,interval,time,close,rsi,stochRsi,k,d
ATOMEUR,1h,2026-08-04T06:59:59.999Z,1.19,65.8645,0.0000,0.1799,0.2363
SUIEUR,1w,2026-08-02T23:59:59.999Z,0.60,36.1957,0.1174,0.2022,0.2510
SOLEUR,1h,2026-08-04T06:59:59.999Z,63.75,50.2840,0.1974,0.4302,0.5079
ENJEUR,1w,2023-10-15T23:59:59.999Z,0.20,34.3164,0.0588,0.2018,0.1897
ENJEUR,1d,2023-10-19T23:59:59.999Z,0.19,33.2363,0.0000,0.1932,0.3286
TRXEUR,1M,2026-07-31T23:59:59.999Z,0.28,65.0756,0.1867,0.2976,0.3664
PNUTEUR,1d,2026-02-02T23:59:59.999Z,0.05,32.7199,0.0929,0.0310,0.0400
PEPEEUR,1h,2026-08-04T06:59:59.999Z,0.00,48.1826,0.0000,0.3451,0.4778
BABYEUR,1h,2025-09-05T01:59:59.999Z,0.04,29.6018,0.0000,0.0000,0.0000
WLFIEUR,1d,2026-08-03T23:59:59.999Z,0.05,36.1910,0.0355,0.1415,0.0904
EDUEUR,1h,2023-10-27T05:59:59.999Z,0.44,35.6846,0.0000,-0.0000,-0.0000
CHZEUR,1h,2024-08-23T01:59:59.999Z,0.05,68.8934,1.0000,0.9597,0.9463
GMTEUR,1w,2026-03-08T23:59:59.999Z,0.01,28.2723,0.2295,0.2749,0.3121
YFIEUR,1w,2023-10-08T23:59:59.999Z,5065.00,39.8301,0.3521,0.2624,0.1643
BTTEUR,1d,2022-01-16T23:59:59.999Z,0.00,49.1477,0.8424,0.5431,0.4163
DOGEEUR,1w,2026-08-02T23:59:59.999Z,0.06,32.7336,0.0373,0.0891,0.1104
CHZEUR,1d,2024-08-22T23:59:59.999Z,0.05,48.7637,1.0000,0.9928,0.9355
TRUMPEUR,1h,2026-04-17T01:59:59.999Z,2.60,74.4179,0.8960,0.9121,0.9012
DOTEUR,1M,2026-07-31T23:59:59.999Z,0.66,36.2566,0.0000,-0.0000,-0.0000
ICPEUR,1M,2026-07-31T23:59:59.999Z,1.79,36.1155,0.0086,0.1476,0.1491
NOTEUR,1d,2025-02-20T23:59:59.999Z,0.00,35.9125,1.0000,0.8949,0.8978
ETHUSDC,1w,2026-08-02T23:59:59.999Z,1883.69,41.9585,0.7816,0.8003,0.7086
DOTEUR,1w,2026-08-02T23:59:59.999Z,0.69,28.1482,0.1572,0.2042,0.2345
YFIEUR,1d,2023-10-12T23:59:59.999Z,4841.00,41.4554,0.0592,0.0326,0.0768
POLEUR,1w,2026-08-02T23:59:59.999Z,0.06,36.4428,0.2707,0.5156,0.5978
ENJEUR,1h,2023-10-20T03:59:59.999Z,0.19,38.6866,0.4951,0.4951,0.4401
ADAEUR,1M,2026-07-31T23:59:59.999Z,0.15,38.0681,0.0616,0.0205,0.0078
LTCEUR,1h,2026-08-04T06:59:59.999Z,38.51,50.2695,0.4906,0.8302,0.9034
SEUR,1h,2026-08-04T06:59:59.999Z,0.02,52.0118,0.2141,0.0714,0.0238
OPEUR,1h,2026-02-27T01:59:59.999Z,0.10,38.4137,0.8655,0.7369,0.5991
APTEUR,1w,2026-08-02T23:59:59.999Z,0.49,30.8510,0.2119,0.2751,0.2902
PEPEUSDC,1d,2026-08-03T23:59:59.999Z,0.00,56.7692,0.7171,0.5442,0.3544
RENDEREUR,1h,2026-08-04T06:59:59.999Z,1.18,43.3133,0.0000,0.4377,0.5944
LTCEUR,1M,2026-07-31T23:59:59.999Z,38.38,36.7792,0.0535,0.0178,0.0133
LINKEUR,1w,2026-08-02T23:59:59.999Z,7.25,42.4980,0.6521,0.7329,0.6310
DOGEEUR,1d,2026-08-03T23:59:59.999Z,0.06,40.6767,0.5491,0.4626,0.3906
RUNEEUR,1d,2024-01-25T23:59:59.999Z,3.72,38.1543,0.3323,0.2687,0.2250
POLEUR,1h,2026-08-04T06:59:59.999Z,0.06,60.5830,1.0000,0.9552,0.8002
BTCEUR,1d,2026-08-03T23:59:59.999Z,55154.07,45.5866,0.2013,0.1211,0.0769
BOMEEUR,1h,2025-10-17T01:59:59.999Z,0.00,36.2653,0.3429,0.2453,0.1476
GRTEUR,1h,2026-02-27T01:59:59.999Z,0.02,36.3537,0.1528,0.1484,0.1458
BTTEUR,1h,2022-01-17T02:59:59.999Z,0.00,78.1190,0.9151,0.9717,0.9904
BTTEUR,1w,2022-01-16T23:59:59.999Z,0.00,38.8249,0.5829,0.5118,0.5258
PEPEEUR,1d,2026-08-03T23:59:59.999Z,0.00,56.4875,0.6512,0.4539,0.2651
ZILEUR,1h,2022-11-18T01:59:59.999Z,0.02,52.8865,1.0000,0.8343,0.7535
POLEUR,1d,2026-08-03T23:59:59.999Z,0.06,39.0543,0.3652,0.2355,0.1240
DOGEEUR,1h,2026-08-04T06:59:59.999Z,0.06,51.3548,0.2676,0.3832,0.4886
SHIBEUR,1h,2026-08-04T06:59:59.999Z,0.00,46.1038,0.0000,0.1015,0.2053
YFIEUR,1M,2023-09-30T23:59:59.999Z,4931.00,41.1765,0.1230,0.2673,0.3564
JASMYEUR,1h,2023-05-18T01:59:59.999Z,0.00,49.2469,0.2384,0.6022,0.7784
GRTEUR,1M,2026-01-31T23:59:59.999Z,0.03,39.1927,0.0000,0.0000,0.0000
BABYEUR,1d,2025-09-04T23:59:59.999Z,0.04,39.2852,0.3818,0.4648,0.3436
UNIEUR,1h,2023-05-04T01:59:59.999Z,4.86,58.3619,0.8087,0.8399,0.9036
BTCUSDC,1h,2026-08-04T06:59:59.999Z,63629.99,53.3401,0.2489,0.5409,0.5978
ETHEUR,1M,2026-07-31T23:59:59.999Z,1614.50,42.9880,0.1380,0.0626,0.0734
WINEUR,1h,2026-08-04T06:59:59.999Z,0.00,62.7418,0.1863,0.1863,0.1560
APTEUR,1d,2026-08-03T23:59:59.999Z,0.50,42.7900,0.4792,0.2802,0.2088
SHIBEUR,1d,2026-08-03T23:59:59.999Z,0.00,61.6548,0.5862,0.5449,0.5073
XRPEUR,1w,2026-08-02T23:59:59.999Z,0.94,33.8724,0.4295,0.4853,0.4837
ARBEUR,1d,2026-04-16T23:59:59.999Z,0.11,72.2853,1.0000,0.7764,0.7162
ETCEUR,1w,2023-12-24T23:59:59.999Z,19.09,56.8459,0.7219,0.7848,0.8287
SOLEUR,1d,2026-08-03T23:59:59.999Z,63.87,43.9159,0.3347,0.2120,0.1184
OPEUR,1d,2026-02-26T23:59:59.999Z,0.10,23.5315,0.1986,0.1523,0.0795
ENAEUR,1h,2024-08-23T01:59:59.999Z,0.28,67.9792,1.0000,0.9093,0.7377
ARBEUR,1h,2026-04-17T01:59:59.999Z,0.11,56.5173,0.0000,0.1140,0.1671
YFIEUR,1h,2023-10-13T05:59:59.999Z,4835.00,50.7894,0.8404,0.8404,0.8936
ARBEUR,1w,2026-04-12T23:59:59.999Z,0.09,34.3259,0.7487,0.4076,0.2854
ENAEUR,1d,2024-08-22T23:59:59.999Z,0.27,40.4196,0.5424,0.5533,0.5734
VETEUR,1w,2026-08-02T23:59:59.999Z,0.00,30.3128,0.2571,0.2637,0.2701
DOGEEUR,1M,2026-07-31T23:59:59.999Z,0.06,40.8553,0.0000,0.0292,0.0592
APTEUR,1M,2026-07-31T23:59:59.999Z,0.48,35.5348,0.0000,0.0102,0.0198
JASMYEUR,1d,2023-05-17T23:59:59.999Z,0.00,39.0072,0.1752,0.1203,0.0965
XLMEUR,1d,2026-08-03T23:59:59.999Z,0.15,38.4927,0.1343,0.1251,0.0706
BCHEUR,1M,2026-07-31T23:59:59.999Z,182.30,37.4744,0.0284,0.0095,0.0545
IDEUR,1h,2023-10-27T05:59:59.999Z,0.19,37.9103,0.0000,0.0000,0.0520
HOTEUR,1d,2023-04-06T23:59:59.999Z,0.00,51.2092,0.4505,0.4972,0.5125
WLFIEUR,1h,2026-08-04T06:59:59.999Z,0.05,44.7845,0.4434,0.4434,0.6289
ATOMEUR,1d,2026-08-03T23:59:59.999Z,1.19,42.7069,1.0000,0.5007,0.2227
ETHEUR,1w,2026-08-02T23:59:59.999Z,1630.77,41.9565,0.8141,0.8648,0.7726
ATOMEUR,1w,2026-08-02T23:59:59.999Z,1.10,31.8332,0.0000,0.0180,0.1301
IDEUR,1d,2023-10-26T23:59:59.999Z,0.19,63.0110,1.0000,1.0000,0.9657
RENDEREUR,1w,2026-08-02T23:59:59.999Z,1.20,40.0375,0.0000,0.0122,0.0268
BNBEUR,1h,2026-08-04T06:59:59.999Z,512.70,56.1029,0.1424,0.2249,0.3040
WIFEUR,1d,2026-04-16T23:59:59.999Z,0.19,62.7276,1.0000,0.6650,0.5743
WIFEUR,1h,2026-04-17T01:59:59.999Z,0.19,58.2978,0.1553,0.1553,0.1036
PNUTEUR,1w,2026-02-01T23:59:59.999Z,0.05,31.5089,0.1934,0.4170,0.5655
HOTEUR,1w,2023-04-02T23:59:59.999Z,0.00,47.4727,0.7086,0.6411,0.5714
LINKEUR,1M,2026-07-31T23:59:59.999Z,7.08,41.9163,0.0941,0.0437,0.0302
BOMEEUR,1d,2025-10-16T23:59:59.999Z,0.00,33.4735,0.3480,0.4051,0.4603
GRTEUR,1d,2026-02-26T23:59:59.999Z,0.02,42.0242,0.5957,0.6936,0.6458
CHZEUR,1w,2024-08-18T23:59:59.999Z,0.05,34.5467,0.0000,-0.0000,0.0488
BOMEEUR,1w,2025-10-12T23:59:59.999Z,0.00,31.6124,0.1311,0.4976,0.7032
RUNEEUR,1h,2024-01-26T01:59:59.999Z,3.72,50.2388,0.3181,0.3497,0.3915
CHZEUR,1M,2024-07-31T23:59:59.999Z,0.06,39.6499,0.3373,0.5831,0.7106
SOLEUR,1M,2026-07-31T23:59:59.999Z,63.15,40.5473,0.0000,-0.0000,0.0004
NEAREUR,1M,2026-07-31T23:59:59.999Z,1.44,40.5527,0.6168,0.7734,0.6098
AVAXEUR,1d,2026-08-03T23:59:59.999Z,5.70,49.5255,0.6819,0.4274,0.3008
ADAEUR,1w,2026-08-02T23:59:59.999Z,0.16,39.3054,1.0000,0.7722,0.7026
PEPEUSDC,1w,2026-08-02T23:59:59.999Z,0.00,40.5757,0.5168,0.5042,0.4468
BTCUSDC,1d,2026-08-03T23:59:59.999Z,63474.90,47.4665,0.2028,0.1391,0.1095
WINEUR,1w,2026-08-02T23:59:59.999Z,0.00,60.3653,1.0000,1.0000,1.0000
ETHUSDC,1h,2026-08-04T06:59:59.999Z,1855.76,46.1963,0.2891,0.6174,0.6830
BTCUSDC,1M,2026-07-31T23:59:59.999Z,62839.63,43.1383,0.0769,0.0681,0.0923
BTCUSDC,1w,2026-08-02T23:59:59.999Z,63519.12,38.8537,0.3252,0.3734,0.3540
GRTEUR,1w,2026-02-22T23:59:59.999Z,0.02,25.9219,0.0000,0.0017,0.0133
TRXEUR,1h,2026-08-04T06:59:59.999Z,0.29,61.3968,0.0679,0.0496,0.1448
ICPEUR,1d,2026-08-03T23:59:59.999Z,1.83,44.6208,0.6574,0.3308,0.1498
HOTEUR,1h,2023-04-07T04:59:59.999Z,0.00,52.8664,0.9915,0.5659,0.4949
XLMEUR,1M,2026-07-31T23:59:59.999Z,0.15,46.3575,0.1191,0.2685,0.2275
ADAEUR,1h,2026-08-04T06:59:59.999Z,0.17,59.0325,0.5452,0.5304,0.5402
NEAREUR,1d,2026-08-03T23:59:59.999Z,1.50,42.1220,0.6171,0.4443,0.3258
ETCEUR,1h,2023-12-29T00:59:59.999Z,20.99,58.3303,0.5025,0.3053,0.1807
AVAXEUR,1M,2026-07-31T23:59:59.999Z,5.54,39.0978,0.0000,-0.0000,0.0008
DOTEUR,1h,2026-08-04T06:59:59.999Z,0.72,62.3978,0.0000,0.1641,0.4201
ADAEUR,1d,2026-08-03T23:59:59.999Z,0.17,67.4893,1.0000,0.9966,0.8892
WIFEUR,1w,2026-04-12T23:59:59.999Z,0.16,32.4194,0.2639,0.1567,0.0817
APEEUR,1d,2023-12-28T23:59:59.999Z,1.54,50.3128,0.3488,0.4707,0.5682
BCHEUR,1h,2026-08-04T06:59:59.999Z,185.20,54.4767,0.3238,0.4451,0.4677
SOLEUR,1w,2026-08-02T23:59:59.999Z,63.72,38.5687,0.6210,0.7388,0.8006
XLMEUR,1w,2026-08-02T23:59:59.999Z,0.15,46.2054,0.3821,0.4446,0.4993
OPEUR,1M,2026-01-31T23:59:59.999Z,0.19,38.4064,0.0000,-0.0000,0.0082
GALAEUR,1h,2026-02-27T01:59:59.999Z,0.00,44.2564,0.5208,0.5208,0.5748
BNBEUR,1w,2026-08-02T23:59:59.999Z,509.31,42.1583,0.3676,0.3010,0.3180
APTEUR,1h,2026-08-04T06:59:59.999Z,0.50,73.6459,0.6083,0.5605,0.4904
GMTEUR,1h,2026-03-13T01:59:59.999Z,0.01,75.4562,1.0000,1.0000,0.9568
ETHEUR,1d,2026-08-03T23:59:59.999Z,1615.27,49.0967,0.1096,0.1106,0.0615
BNBEUR,1M,2026-07-31T23:59:59.999Z,508.80,46.3698,0.0585,0.0784,0.0685
LUNAEUR,1d,2022-05-12T23:59:59.999Z,0.00,14.4165,0.0000,-0.0000,-0.0000
ETHUSDC,1d,2026-08-03T23:59:59.999Z,1859.13,50.2816,0.0979,0.1253,0.1058
UNIEUR,1w,2023-04-30T23:59:59.999Z,4.98,41.8787,0.0215,0.1263,0.2043
ICPEUR,1w,2026-08-02T23:59:59.999Z,1.79,41.3773,0.0130,0.0948,0.1339
SEUR,1d,2026-08-03T23:59:59.999Z,0.02,42.3150,0.9013,0.4883,0.3123
DOTEUR,1d,2026-08-03T23:59:59.999Z,0.72,50.0416,1.0000,0.7600,0.4544
SUIEUR,1h,2026-08-04T06:59:59.999Z,0.60,49.8799,0.0000,0.4309,0.6383
LUNAEUR,1h,2022-05-12T23:59:59.999Z,0.00,23.3952,0.5449,0.6757,0.7891
APEEUR,1w,2023-12-24T23:59:59.999Z,1.57,45.7393,0.9108,0.9266,0.9512
GALAEUR,1d,2026-02-26T23:59:59.999Z,0.00,37.2507,0.7125,0.6718,0.5079
TRXEUR,1d,2026-08-03T23:59:59.999Z,0.29,49.3575,0.3849,0.2362,0.1585
WINEUR,1d,2026-08-03T23:59:59.999Z,0.00,80.0399,0.9927,0.6682,0.6937
SUIEUR,1d,2026-08-03T23:59:59.999Z,0.60,41.1290,0.2405,0.1401,0.0815
WLDEUR,1h,2026-08-04T06:59:59.999Z,0.28,56.2167,0.0000,0.2257,0.5465
VETEUR,1h,2026-08-04T06:59:59.999Z,0.00,50.5411,0.0000,0.0088,0.0224
BTCEUR,1h,2026-08-04T06:59:59.999Z,55291.07,54.3825,0.2066,0.4786,0.5457
UNIEUR,1d,2023-05-03T23:59:59.999Z,4.87,38.6089,0.4785,0.3602,0.3362
GMTEUR,1M,2026-02-28T23:59:59.999Z,0.01,20.0953,0.0000,-0.0000,0.1468
BNBEUR,1d,2026-08-03T23:59:59.999Z,511.71,55.5024,0.7956,0.5648,0.5807
JASMYEUR,1w,2023-05-14T23:59:59.999Z,0.00,42.7278,0.2189,0.7155,0.8091
GALAEUR,1w,2026-02-22T23:59:59.999Z,0.00,27.8116,0.0000,-0.0000,0.0302
LTCEUR,1w,2026-08-02T23:59:59.999Z,38.68,36.8806,0.5925,0.7558,0.6760
OPEUR,1w,2026-02-22T23:59:59.999Z,0.10,26.5199,0.0000,0.0000,0.0612
ETHUSDC,1M,2026-07-31T23:59:59.999Z,1860.99,43.2298,0.1355,0.0575,0.0648
TRUMPEUR,1w,2026-04-12T23:59:59.999Z,2.40,30.6488,0.4490,0.4811,0.5752
ICPEUR,1h,2026-08-04T06:59:59.999Z,1.83,54.9441,0.0000,0.1467,0.2648
GALAEUR,1M,2026-01-31T23:59:59.999Z,0.00,30.1474,0.0000,0.0594,0.1625
WLDEUR,1w,2026-08-02T23:59:59.999Z,0.27,41.3598,0.3969,0.4597,0.5217
SUIEUR,1M,2026-07-31T23:59:59.999Z,0.59,38.8271,0.0000,0.0019,0.0038
AVAXEUR,1w,2026-08-02T23:59:59.999Z,5.66,34.3261,0.4169,0.4204,0.3891
BCHEUR,1d,2026-08-03T23:59:59.999Z,185.30,44.7272,0.6498,0.4089,0.3381
XLMEUR,1h,2026-08-04T06:59:59.999Z,0.15,43.9270,0.2515,0.6200,0.5586
SOLUSDC,1w,2026-08-02T23:59:59.999Z,73.56,38.4265,0.6074,0.6945,0.7462
LTCEUR,1d,2026-08-03T23:59:59.999Z,38.40,40.7192,0.0387,0.0484,0.0280
SOLUSDC,1M,2026-07-31T23:59:59.999Z,72.80,39.1632,0.0000,-0.0000,0.0000
NOTEUR,1h,2025-02-21T01:59:59.999Z,0.00,67.9616,1.0000,1.0000,1.0000
XRPEUR,1h,2026-08-04T06:59:59.999Z,0.93,46.7808,0.1902,0.4037,0.4690
XRPEUR,1d,2026-08-03T23:59:59.999Z,0.93,43.6040,0.2688,0.2043,0.1130
SHIBEUR,1w,2026-08-02T23:59:59.999Z,0.00,41.9824,0.7552,0.6183,0.4003
NEAREUR,1h,2026-08-04T06:59:59.999Z,1.52,57.1273,0.2309,0.7033,0.8786
BCHEUR,1w,2026-08-02T23:59:59.999Z,184.20,30.6780,0.3130,0.3239,0.3555
TRXEUR,1w,2026-08-02T23:59:59.999Z,0.28,51.8500,0.0310,0.1481,0.1952
WINEUR,1M,2026-07-31T23:59:59.999Z,0.00,33.7979,0.8899,0.3443,0.1381
WLFIEUR,1w,2026-08-02T23:59:59.999Z,0.05,29.4908,0.6878,0.7609,0.7940
XRPEUR,1M,2026-07-31T23:59:59.999Z,0.92,40.9279,0.0078,0.0026,0.0022
SOLUSDC,1d,2026-08-03T23:59:59.999Z,73.51,45.2674,0.3613,0.2439,0.1534
PEPEUSDC,1h,2026-08-04T06:59:59.999Z,0.00,50.1046,0.0000,0.2446,0.3781
LINKEUR,1h,2026-08-04T06:59:59.999Z,7.07,39.1772,0.2630,0.6132,0.6600
SEUR,1w,2026-08-02T23:59:59.999Z,0.02,30.1614,0.0000,0.0807,0.1696
BTCEUR,1w,2026-08-02T23:59:59.999Z,55023.08,38.7457,0.3216,0.4050,0.3906
ARBEUR,1M,2026-03-31T23:59:59.999Z,0.08,32.9784,0.0000,0.0000,0.0000
